"Subject","Subject-with-subfields","MARC field","Subject source","Metadata"
" Plagiarism | Drama.","$aPlagiarism$vDrama.",650,"Library of Congress Subject Headings",
" Poetry slams.","$aPoetry slams.",650,"Library of Congress Subject Headings",
" Poetry | Political aspects.","$aPoetry$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Poetry | 17th century.","$aPoetry$y17th century.",650,"Library of Congress Subject Headings",
" Police brutality.","$aPolice brutality.",650,"Library of Congress Subject Headings","HI2020_003_01"
" Political activists.","$aPolitical activists.",650,"Library of Congress Subject Headings",
" Political activists | Argentina.","$aPolitical activists$zArgentina.",650,"Library of Congress Subject Headings",
" Political activists | Colombia.","$aPolitical activists$zColombia.",650,"Library of Congress Subject Headings",
" Political activists | Guatemala.","$aPolitical activists$zGuatemala.",650,"Library of Congress Subject Headings",
" Political activists | Hawaii.","$aPolitical activists$zHawaii.",650,"Library of Congress Subject Headings",
" Political activists | Mexico.","$aPolitical activists$zMexico.",650,"Library of Congress Subject Headings",
" Political activists | Puerto Rico.","$aPolitical activists$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Political atrocities | Peru.","$aPolitical atrocities$zPeru.",650,"Library of Congress Subject Headings",
" Political atrocities | Peru | Drama.","$aPolitical atrocities$zPeru$vDrama.",650,"Library of Congress Subject Headings",
" Political atrocities | Peru | Ayacucho | Drama.","$aPolitical atrocities$zPeru$zAyacucho$vDrama.",650,"Library of Congress Subject Headings",
" Political campaigns | Mexico.","$aPolitical campaigns$zMexico.",650,"Library of Congress Subject Headings",
" Political corruption | Peru | Drama.","$aPolitical corruption$zPeru$vDrama.",650,"Library of Congress Subject Headings",
" Political participation.","$aPolitical participation.",650,"Library of Congress Subject Headings","HI2019_128_01,HI2020_004_01,HI2020_114_01,HI2020_115_01"
" Political participation | Chile.","$aPolitical participation$zChile.",650,"Library of Congress Subject Headings",
" Political participation | Colombia.","$aPolitical participation$zColombia.",650,"Library of Congress Subject Headings",
" Political participation | Mexico.","$aPolitical participation$zMexico.",650,"Library of Congress Subject Headings",
" Political participation | New York.","$aPolitical participation$zNew York.",650,"Library of Congress Subject Headings",
" Political persecution | Argentina.","$aPolitical persecution$zArgentina.",650,"Library of Congress Subject Headings","HI2019_068_01"
" Political persecution | Brazil | History | 20th century.","$aPolitical persecution$zBrazil$xHistory$y20th century.",650,"Library of Congress Subject Headings",
" Political persecution | Puerto Rico.","$aPolitical persecution$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Political plays, Mexican.","$aPolitical plays, Mexican.",650,"Library of Congress Subject Headings",
" Political poetry.","$aPolitical poetry.",650,"Library of Congress Subject Headings",
" Political prisoners | Argentina.","$aPolitical prisoners$zArgentina.",650,"Library of Congress Subject Headings",
" Political prisoners | United States.","$aPolitical prisoners$zUnited States.",650,"Library of Congress Subject Headings",
" Political satire, American.","$aPolitical satire, American.",650,"Library of Congress Subject Headings",
" Political satire, Mexican.","$aPolitical satire, Mexican.",650,"Library of Congress Subject Headings",
" Political satire, Peruvian.","$aPolitical satire, Peruvian.",650,"Library of Congress Subject Headings",
" Political satire.","$aPolitical satire.",650,"Library of Congress Subject Headings","HI2019_036_01,HI2019_046_01,HI2019_098_01,HI2019_100_01"
" Political violence | Drama.","$aPolitical violence$vDrama.",650,"Library of Congress Subject Headings",
" Political violence | Colombia.","$aPolitical violence$zColombia.",650,"Library of Congress Subject Headings","HI2019_085_01"
" Political violence | Peru.","$aPolitical violence$zPeru.",650,"Library of Congress Subject Headings",
" Politics and culture.","$aPolitics and culture.",650,"Library of Congress Subject Headings","HI2019_018_01,HI2019_035_01"
" Politics and war.","$aPolitics and war.",650,"Library of Congress Subject Headings","HI2019_018_01,HI2019_159_01,HI2019_160_01,HI2020_004_01,HI2020_140_01"
" Politics in art.","$aPolitics in art.",650,"Library of Congress Subject Headings",
" Politics in art | Moral and ethical aspects.","$aPolitics in art$xMoral and ethical aspects.",650,"Library of Congress Subject Headings",
" Politics in art | Colombia.","$aPolitics in art$zColombia.",650,"Library of Congress Subject Headings",
" Politics in art | Mexico.","$aPolitics in art$zMexico.",650,"Library of Congress Subject Headings",
" Politics, Practical | Mexico.","$aPolitics, Practical$zMexico.",650,"Library of Congress Subject Headings",
" Pollution.","$aPollution.",650,"Library of Congress Subject Headings",
" Poor children | United States | Social conditions | 21st century.","$aPoor children$zUnited States$xSocial conditions$y21st century.",650,"Library of Congress Subject Headings",
" Poor | Puerto Rico.","$aPoor$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Popular culture | American influences.","$aPopular culture$xAmerican influences.",650,"Library of Congress Subject Headings",
" Popular culture | Political aspects | Colombia.","$aPopular culture$xPolitical aspects$zColombia.",650,"Library of Congress Subject Headings",
" Popular culture | 20th century.","$aPopular culture$y20th century.",650,"Library of Congress Subject Headings",
" Popular culture | Argentina | Buenos Aires.","$aPopular culture$zArgentina$zBuenos Aires.",650,"Library of Congress Subject Headings",
" Popular culture | Peru.","$aPopular culture$zPeru.",650,"Library of Congress Subject Headings",
" Popular culture | United States.","$aPopular culture$zUnited States.",650,"Library of Congress Subject Headings",
" Popular culture | United States | Mexican influences.","$aPopular culture$zUnited States$xMexican influences.",650,"Library of Congress Subject Headings",
" Popular music | Latin America.","$aPopular music$zLatin America.",650,"Library of Congress Subject Headings",
" Pornography | Censorship.","$aPornography$xCensorship.",650,"Library of Congress Subject Headings",
" Poverty | Social aspects.","$aPoverty$xSocial aspects.",650,"Library of Congress Subject Headings","HI2019_156_01,HI2020_063_01"
" Poverty | New York (State) | New York.","$aPoverty$zNew York (State)$zNew York.",650,"Library of Congress Subject Headings",
" Poverty | United States.","$aPoverty$zUnited States.",650,"Library of Congress Subject Headings",
" Power (Social sciences)","$aPower (Social sciences)",650,"Library of Congress Subject Headings",
" Power (Social sciences) | Political aspects.","$aPower (Social sciences)$xPolitical aspects.",650,"Library of Congress Subject Headings","HI2019_057_01,HI2019_121_01"
" Power (Social sciences) | Social aspects.","$aPower (Social sciences)$xSocial aspects.",650,"Library of Congress Subject Headings",
" Powwow songs.","$aPowwow songs.",650,"Library of Congress Subject Headings",
" Powwows.","$aPowwows.",650,"Library of Congress Subject Headings",
" Powwows | Competitions.","$aPowwows$xCompetitions.",650,"Library of Congress Subject Headings",
" Prejudices.","$aPrejudices.",650,"Library of Congress Subject Headings","HI2020_014_01"
" Prejudices | United States.","$aPrejudices$zUnited States.",650,"Library of Congress Subject Headings",
" Presidents | Mexico.","$aPresidents$zMexico.",650,"Library of Congress Subject Headings",
" Presidents | Mexico | Election | 2006.","$aPresidents$zMexico$xElection$y2006.",650,"Library of Congress Subject Headings",
" Presidents | United States | Election.","$aPresidents$zUnited States$xElection.",650,"Library of Congress Subject Headings",
" Presidents | United States | Election | 2012.","$aPresidents$zUnited States$xElection$y2012.",650,"Library of Congress Subject Headings",
" Preventive health services.","$aPreventive health services.",650,"Library of Congress Subject Headings",
" Princes | Denmark | Drama.","$aPrinces$zDenmark$vDrama.",650,"Library of Congress Subject Headings",
" Prison industries.","$aPrison industries.",650,"Library of Congress Subject Headings",
" Prison theater | Colombia | Bogotá.","$aPrison theater$zColombia$zBogotá.",650,"Library of Congress Subject Headings",
" Prison-industrial complex | United States.","$aPrison-industrial complex$zUnited States.",650,"Library of Congress Subject Headings","HI2019_128_01,HI2020_002_01,HI2020_016_01"
" Prisons | United States.","$aPrisons$zUnited States.",650,"Library of Congress Subject Headings",
" Privacy, Right of | Drama.","$aPrivacy, Right of$vDrama.",650,"Library of Congress Subject Headings",
" Pro-life movement.","$aPro-life movement.",650,"Library of Congress Subject Headings",
" Prostitutes.","$aProstitutes.",650,"Library of Congress Subject Headings",
" Prostitution.","$aProstitution.",650,"Library of Congress Subject Headings",
" Protagonists (Persons)","$aProtagonists (Persons)",650,"Library of Congress Subject Headings",
" Protest movements.","$aProtest movements.",650,"Library of Congress Subject Headings","HI2019_074_01,HI2019_092_01"
" Protest movements | Puerto Rico | Vieques Island | Drama.","$aProtest movements$zPuerto Rico$zVieques Island$vDrama.",650,"Library of Congress Subject Headings",
" Psychic trauma.","$aPsychic trauma.",650,"Library of Congress Subject Headings","HI2019_077_01,HI2019_095_01,HI2019_096_01,HI2019_099_01,HI2020_033_01,HI2020_050_01,HI2020_076_01,HI2020_079_01,HI2020_080_01"
" Psychophysics","$aPsychophysics",650,"Library of Congress Subject Headings",
" Public health.","$aPublic health.",650,"Library of Congress Subject Headings",
" Public spaces.","$aPublic spaces.",650,"Library of Congress Subject Headings","HI2020_135_01,HI2020_138_01"
" Public spaces | Political aspects.","$aPublic spaces$xPolitical aspects.",650,"Library of Congress Subject Headings","HI2019_090_01,HI2020_142_01,HI2020_141_01,HI2020_144_01"
" Public spaces | Social aspects.","$aPublic spaces$xSocial aspects.",650,"Library of Congress Subject Headings","HI2020_136_01,HI2020_139_01,HI2020_140_01,HI2020_143_01,HI2020_146_01,HI2020_147_01,HI2020_148_01,HI2020_149_01,HI2020_151_01"
" Puerto Rican literature | 20th century.","$aPuerto Rican literature$y20th century.",650,"Library of Congress Subject Headings",
" Puerto Ricans | New York (State) | New York.","$aPuerto Ricans$zNew York (State)$zNew York.",650,"Library of Congress Subject Headings",
" Puerto Ricans | United States.","$aPuerto Ricans$zUnited States.",650,"Library of Congress Subject Headings","HI2019_155_01,HI2019_160_01"
" Puerto Ricans | United States | Political activity.","$aPuerto Ricans$zUnited States$xPolitical activity.",650,"Library of Congress Subject Headings",
" Puppet theater companies.","$aPuppet theater companies.",650,"Library of Congress Subject Headings",
" Puppet theater.","$aPuppet theater.",650,"Library of Congress Subject Headings",
" Puppet theater | Political aspects.","$aPuppet theater$xPolitical aspects.",650,"Library of Congress Subject Headings",
" Puppet theater | Argentina.","$aPuppet theater$zArgentina.",650,"Library of Congress Subject Headings",
" Puppet theater | Brazil.","$aPuppet theater$zBrazil.",650,"Library of Congress Subject Headings",
" Puppet theater | Puerto Rico.","$aPuppet theater$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Quechua dance.","$aQuechua dance.",650,"Library of Congress Subject Headings",
" Quechua Indians.","$aQuechua Indians.",650,"Library of Congress Subject Headings",
" Quechua Indians | Music.","$aQuechua Indians$vMusic.",650,"Library of Congress Subject Headings",
" Quinceañera (Social custom)","$aQuinceañera (Social custom)",650,"Library of Congress Subject Headings",
" Race awareness.","$aRace awareness.",650,"Library of Congress Subject Headings",
" Race discrimination | Colombia.","$aRace discrimination$zColombia.",650,"Library of Congress Subject Headings",
" Race discrimination | Puerto Rico.","$aRace discrimination$zPuerto Rico.",650,"Library of Congress Subject Headings",
" Race discrimination | United States.","$aRace discrimination$zUnited States.",650,"Library of Congress Subject Headings","HI2019_157_01,HI2019_159_01"
" Race in literature.","$aRace in literature.",650,"Library of Congress Subject Headings",
" Race in the theater | Political aspects.","$aRace in the theater$xPolitical aspects.",650,"Library of Congress Subject Headings",
